Country of president,President name,Destination country,Destination city,"Date start, yyyy-mm-dd","Date start, d.m.yyyyy","Date end, yyyy-mm-dd","Date end, d.m.yyyy",Subject,Source,More info
China,Hu Jintao,Vietnam,Hanoi,2006-11-15,15.11.2006,2006-11-18,18.11.2006,"Hu Jintao met with Nguyen Ba Thanh, secretary of the Da Nang City Committee of the Communist Party of Vietnam., Hu Jintao held talk with Nong Duc Manh, general secretary of the Central Committee of the Communist Party of Vietnam, Vietnamese President Nguyen Minh Triet., Hu Jintao met with Australian Prime Minister John Howard.
, Hu Jintao met with President of the Republic of Korea (ROK) Roh Moo-hyun.
, Hu Jintao met with Chilean President Michelle Bachelet., Hu Jintao met with Chairman of the Vietnamese National Assembly Nguyen Phu Trong., Hu Jintao met with Vietnamese Prime Minister Nguyen Tan Dung., Hu Jintao met with U.S. President George W. Bush., Hu Jintao met with Russian President Vladimir Putin., Hu Jintao addressed the 14th APEC Economic Leaders' Meeting., Hu Jintao met with Japanese Prime Minister Shinzo Abe.",http://news.xinhuanet.com/english/2006-11/18/content_5346087.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5535
China,Hu Jintao,Laos,Vientiane,2006-11-19,19.11.2006,2006-11-19,19.11.2006,"Hu Jintao met with Choummaly Sayasone, general secretary of the Central Committee of the Lao People's Revolutionary Party (PRP) and the Lao president.",http://news.xinhuanet.com/english/2006-11/19/content_5350861.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5541
China,Hu Jintao,India,New Delhi,2006-11-21,21.11.2006,2006-11-21,21.11.2006,"Hu Jintao held talks with Indian Prime Minister Manmohan Singh., Hu Jintao met with Chairman of the Upper House of Indian Parliament Bhairon Singh Shekhawat and Indian Speaker of House of the People Somnath Chatterjee., Hu Jintao met with Indian President Abdul Kalam.",http://english.gov.cn/2006-11/22/content_449605.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5544
China,Hu Jintao,Pakistan,Islamabad,2006-11-24,24.11.2006,2006-11-25,25.11.2006,"Hu Jintao held talks with Pakistani President Pervez Musharraf.
, He JIntao met with Pakistani Prime Minister Shaukat Aziz, Senate Speaker Ellahi Bakhsh Soomro and National Assembly Speaker Chaudhry Amir Hussain.",http://news.xinhuanet.com/english/2006-11/25/content_5372674.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5558
China,Hu Jintao,United Arab Emirates,Dubai,2007-01-30,30.1.2007,2007-01-30,30.1.2007,Hu Jintao talked with United Arab Emirates (UAE) vice president and prime minister Sheikh Mohammed Bin Rashid Al Maktoum.,http://english.gov.cn/2007-01/31/content_513315.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5691
China,Hu Jintao,Cameroon,Yaounde,2007-01-31,31.1.2007,2007-01-31,31.1.2007,Hu Jintao held talks with Cameroonian President Paul Biya.,http://news.xinhuanet.com/english/2007-02/01/content_5680887.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5693
China,Hu Jintao,Liberia,Monrovia,2007-02-01,1.2.2007,2007-02-01,1.2.2007,Hu Jintao held talks with Liberian President Ellen Johnson-Sirleaf.,http://news.xinhuanet.com/english/2007-02/02/content_5685183.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5699
China,Hu Jintao,Sudan,Khartoum,2007-02-02,2.2.2007,2007-02-02,2.2.2007,Hu Jintao held talks with Sudanese President Omar Hassan Ahmed al-Bashir.,http://news.xinhuanet.com/english/2007-02/02/content_5688927.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5700
China,Hu Jintao,Zambia,Lusaka,2007-02-03,3.2.2007,2007-02-03,3.2.2007,Hu Jintao held talks with Zambian President Levy Patrick Mwanawasa.,http://news.xinhuanet.com/english/2007-02/04/content_5691404.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5702
China,Hu Jintao,Namibia,Windhoek,2007-02-05,5.2.2007,2007-02-05,5.2.2007,Hu Jintao held talks with Namibian President Hifikepunye Pohamba.,http://english.gov.cn/2007-02/06/content_518740.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5704
China,Hu Jintao,South Africa,Pretoria,2007-02-06,6.2.2007,2007-02-06,6.2.2007,Hu Jintao held talks with South African President Thabo Mbeki.,http://news.xinhuanet.com/english/2007-02/07/content_5706089.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5706
China,Hu Jintao,Mozambique,Maputo,2007-02-08,8.2.2007,2007-02-08,8.2.2007,Hu Jintao held talks with Mozambican President  Armando Emilio Guebuza.,http://news.xinhuanet.com/english/2007-02/09/content_5717182.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5708
China,Hu Jintao,Seychelles,Victoria,2007-02-09,9.2.2007,2007-02-09,9.2.2007,Hu Jintao held talks with Seychellois President James Alix Michel.,http://english.gov.cn/2007-02/09/content_523387.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5713
China,Hu Jintao,Russia,Kazan,2007-03-26,26.3.2007,2007-03-28,28.3.2007,"Hu Jintao and Russian President Vladimir Vladimirovich Putin participated in the opening ceremony of the ""Year of China"" in Russia. , Hu Jintao met with Russian Prime Minister Mikhail Fradkov., Hu Jintao met with Boris Gryzlov, chairman of the State Duma of Russia., Hu Jintao met with President of Republic of Tatarstan Mintimer Shaimiyev.",http://news.xinhuanet.com/english/2007-03/29/content_5909711.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5801
China,Hu Jintao,Germany,Heiligendamm,2007-06-07,7.6.2007,2007-06-08,8.6.2007,"Hu Jintao met with Mexican President Felipe Calderon., Hu Jintao met with South African President Thabo Mbeki., Hu Jintao met with Indian Prime Minister Manmohan Singh., Hu Jintao attended a group meeting with leaders of Brazil, India, Mexico and South Africa., Hu Jintao met with German Chancellor Angela Merkel., Hu Jintao met with Canadian Prime Minister Stephen Harper., Hu Jintao met with Italian Prime Minister Romano Prodi., Hu Jintao met with French President Nicolas Sarkozy., Hu Jintao met with Japanese Prime Minister Shinzo Abe., Hu Jintao met with Russian President Vladimir Putin., Hu Jintao met with U.S. President George W. Bush., Hu Jintao attended the outreach session between the Group of Eight (G8) industrialized nations and five major developing countries.",http://english.gov.cn/2007-06/08/content_642043.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5949
China,Hu Jintao,Sweden,Stockholm,2007-06-09,9.6.2007,2007-06-10,10.6.2007,"Hu Jintao met with Swedish King Carl XVI Gustaf., Hu Jintao held official talks with Swedish Prime Minister Fredrik Reinfeldt.",http://news.xinhuanet.com/english/2007-06/10/content_6224005.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5958
China,Hu Jintao,Kyrgyzstan,Bishkek,2007-08-14,14.8.2007,2007-08-16,16.8.2007,"Hu Jintao held talks with Kyrgyz President Kurmanbek Bakiyev., Hu Jintao met with Afghan President Hamid Karzai., Hu Jintao met with Mongolian President Nambaryn Enkhbayar., Hu Jintao met with Emomali Rakhmon, President of Tajikistan., Hu Jintao met with Iranian President Mahmoud Ahmadinejad., Hu Jintao met with Russian President Vladimir Putin., Hu Jintao attended the annual summit of the Shanghai Cooperation Organization (SCO).",http://english.peopledaily.com.cn/90001/90777/6241668.html,http://www.chinavitae.com//vip/index.php?mode=show&id=6073
China,Hu Jintao,Russia,,2007-08-17,17.8.2007,2007-08-17,17.8.2007,"Hu Jintao and leaders of other SCO members listened to the introduction prior to a joint anti-terrorism drill, dubbed ""Peace Mission 2007"".",http://news.xinhuanet.com/english/2007-08/18/content_6555793.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=6076
China,Hu Jintao,Kazakhstan,Alma-ata,2007-08-18,18.8.2007,2007-08-18,18.8.2007,Hu Jintao held talks with Kazakh President Nursultan Nazarbayev.,http://news.xinhuanet.com/english/2007-08/18/content_6561247.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=6078
China,Hu Jintao,Australia,Sydney,2007-09-03,3.9.2007,2007-09-09,9.9.2007,"Hu Jintao arrived in Perth for a state visit to Australia., Hu Jintao met with Australian Governor-General Michael Jeffery., Hu Jintao held talks with Australian Prime Minister John Howard., Hu Jintao met with David Hawker, speaker of the Australian House of Representatives, and Alan Ferguson, president of the Australian Senate., Hu Jintao met with U.S. President George W. Bush., Hu Jintao met with New Zealand Prime Minister Helen Clark., Hu Jintao met with Peruvian President Alan Garcia., Hu Jintao met with Japanese Prime Minister Shinzo Abe., Hu Jintao met with Russian President Vladimir Putin., Hu Jintao attended the opening session of the two-day Economic Leaders Meeting of the Asia-Pacific Economic Cooperation (APEC)., Hu Jintao attended the second-day session of the 15th Economic Leaders Meeting of the Asia-Pacific Economic Cooperation (APEC)., Hu Jintao met with Donald Tsang, the chief executive of Hong Kong Special Administrative Region (HKSAR).
",http://english.gov.cn/2007-09/09/content_743518.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=6136
China,Hu Jintao,Japan,,2008-05-07,7.5.2008,2008-05-09,9.5.2008,"Hu Jintao met with Japanese Emperor Akihito., Hu Jintao met with Japanese Prime Minister Yasuo Fukuda., Hu Jintao and Japanese Prime Minister Yasuo Fukuda signed a six-point Sino-Japanese joint statement., Hu Jintao met with Osaka Prefecture Governor Toru Hashimoto., Hu Jintao met with Kanagawa Prefecture Governor Shigefumi Matsuzawa and Hiroshi Nakada, mayor of Yokohama.",http://news.xinhuanet.com/english/2008-05/10/content_8138701.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=6641
China,Hu Jintao,Japan,Tokyo,2008-07-07,7.7.2008,2008-07-09,9.7.2008,"Hu Jintao arrived in Sapporo, for the Outreach Session of the Group of Eight (G8) Summit. , Hu Jintao made the proposal at a meeting of leaders of five developing countries on the eve of an outreach session of the Group of Eight (G8) summit. 
, Hu Jintao met with Japanese Prime Minister Yasuo Fukuda., Hu Jintao met with Russian President Dmitry Medvedev., Hu Jintao met with  U.S. President George W. Bush., Hu Jintao attended an outreach session of the Group of Eight (G8).",http://news.xinhuanet.com/english/2008-07/09/content_8514027.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=6774
China,Hu Jintao,South Korea,Seoul,2008-08-25,25.8.2008,2008-08-25,25.8.2008,Hu Jintao held talks with President of the Republic of Korea (ROK) Lee Myung-bak.,http://news.xinhuanet.com/english/2008-08/25/content_9709779.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=6861
China,Hu Jintao,Tajikistan,Dushanbe,2008-08-27,27.8.2008,2008-08-28,28.8.2008,"Hu Jintao met with Russian President Dmitry Medvedev., Hu Jintao met with Tajik President Emomali Rakhmon and Prime Minister Akil Akilov., Hu Jintao met with Kyrgyz President Kurmanbek Bakiyev., Hu Jintao attended the Shanghai Cooperation Organization (SCO) summit.",http://news.xinhuanet.com/english/2008-08/28/content_9731360.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=6866
China,Hu Jintao,Turkmenistan,Ashgabat,2008-08-29,29.8.2008,2008-08-29,29.8.2008,Hu Jintao held talks with Turkmen President Gurbanguly Berdymukhamedov.,http://news.xinhuanet.com/english/2008-08/29/content_9737829.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=6868
China,Hu Jintao,United States of America,Washington D.C.,2008-11-14,14.11.2008,2008-11-16,16.11.2008,"Hu Jintao attended the G20 Summit on Financial Markets and the World Economy., Hu Jintao and his wife Liu Yongqing arrived in Washington, for a summit to discuss issues concerning financial markets and the global economy., Hu Jintao met with Russian President Dimitri Medvedev during their meeting on the sidelines of the summit meeting of the Group of Twenty (G20) on financial markets and the world economy., Hu Jintao met with British Prime Minister Gordon Brown during their meeting on the sidelines of the summit meeting of the Group of Twenty (G20) on financial markets and the world economy., Hu Jintao met with Australian Prime Minister Kevin Rudd.",http://news.xinhuanet.com/english/2008-11/17/content_10368488.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7062
China,Hu Jintao,Costa Rica,San Jose,2008-11-17,17.11.2008,2008-11-17,17.11.2008,Hu Jintao met with Costa Rican President Oscar Arias.,http://news.xinhuanet.com/english/2008-11/17/content_10372887.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7063
China,Hu Jintao,Cuba,Havana,2008-11-18,18.11.2008,2008-11-18,18.11.2008,"Hu Jintao held talks with Cuban leader Raul Castro.
, Hu Jintao visited Fidel Castro, first secretary of the Central Committee of the Communist Party of Cuba. 
",http://news.xinhuanet.com/english/2008-11/19/content_10378183.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7067
China,Hu Jintao,Peru,Lima,2008-11-19,19.11.2008,2008-11-23,23.11.2008,"Hu Jintao held talks with Peruvian President Alan Garcia., Hu Jintao and U.S. President George W. Bush held talks on bilateral ties and major global and regional issues of common concern., Hu Jintao addressed the APEC Chief Executive Officers (CEO) Summit., Hu Jintao met with Kuomintang (KMT) Honorary Chairman Lien Chan. 
, Hu Jintao met with Colombian President Alvaro Uribe., Hu Jintao put forward proposals for dealing with major issues in international economic and social development at the 16th APEC economic leaders' meeting., Hu Jintao and his wife Liu Yongqing met with Donald Tsang Yam-kuen, chief executive of China's Hong Kong Special Administrative Region, and his wife Selina Tsang. , Hu Jintao urged the Asia-Pacific Economic Cooperation (APEC) members to boost economic integration and strengthen human security in the region. 
, Hu Jintao met with Russian President Dmitry Medvedev., Hu Jintao met with Japanese Prime Minister Taro Aso.",http://news.xinhuanet.com/english/2008-11/23/content_10400054.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7084
China,Hu Jintao,Greece,Athens,2008-11-24,24.11.2008,2008-11-25,25.11.2008,"Hu Jintao held talks with Greek President Karolos Papoulias., Hu Jintao met with Greek Prime Minister Costas Karamanlis.",http://news.xinhuanet.com/english/2008-11/26/content_10412438.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7090
China,Hu Jintao,Saudi Arabia,Riyadh,2009-02-10,10.2.2009,2009-02-11,11.2.2009,"Hu Jintao met with Saudi Arabian King Abdullah bin Abdul-Aziz., Hu Jintao met with Abdul Rahman Al-Attiyah, secretary general of the Gulf Cooperation Council (GCC).",http://news.xinhuanet.com/english/2009-02/11/content_10803765.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7249
China,Hu Jintao,Mali,Bamako City,2009-02-12,12.2.2009,2009-02-12,12.2.2009,Hu Jintao met with Malian President Amadou Toumany Toure.,http://news.xinhuanet.com/english/2009-02/13/content_10810653.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7252
China,Hu Jintao,Senegal,Dakar,2009-02-13,13.2.2009,2009-02-13,13.2.2009,Hu Jintao met with Senegalese President Abdoulaye Wade.,http://news.xinhuanet.com/english/2009-02/14/content_10817000.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7254
China,Hu Jintao,Tanzania,Dares Salaam,2009-02-15,15.2.2009,2009-02-15,15.2.2009,Hu Jintao met with Tanzanian President Jakaya Mrisho Kikwete and Zanzibar President Amani Abeid Karume.,http://news.xinhuanet.com/english/2009-02/15/content_10822709.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7258
China,Hu Jintao,Mauritius,Port Louis,2009-02-17,17.2.2009,2009-02-17,17.2.2009,Hu Jintao met with Mauritian President Anerood Jugnauth and Prime Minister Navinchandra Ramgoolam.,http://news.xinhuanet.com/english/2009-02/17/content_10835683.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7263
China,Hu Jintao,United Kingdom,London,2009-04-01,1.4.2009,2009-04-02,2.4.2009,"Hu Jintao met with French President Nicolas Sarkozy., Hu Jintao met with Russian President Dmitry Medvedev., Hu Jintao met with British Prime Minister Gordon Brown., Hu Jintao met with U.S. President Barack Obama., Hu Jintao met with Australian Prime Minister Kevin Rudd., Hu Jintao met with Japanese Prime Minister Taro Aso., Hu Jintao met with Brazilian President Luiz Inacio Lula da Silva. , Hu Jintao attended the Group of 20 summit.",http://news.xinhuanet.com/english/2009-04/03/content_11122973.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7373
China,Hu Jintao,Russia,Moscow,2009-06-15,15.6.2009,2009-06-17,17.6.2009,"Hu Jintao met with Indian Prime Minister Manmohan Singh., Hu Jintao met with Uzbekistan's President Islam Karimov., Hu Jintao met with Kyrgyz President Kurmanbek Bakiyev., Hu Jintao met with Pakistani President Asif Ali Zardari., Hu Jintao met with Tajik President Emomali Rakhmon., Hu Jintao, Brazilian President Luiz Inacio Lula da Silva, Russian President Dmitry Medvedev and Indian Prime Minister Manmohan Singh attended the first formal meeting of BRIC leaders., Hu Jintao met with Iranian President Mahmoud Ahmadinejad, exchanging views on bilateral relations and other issues of common concern., Hu Jintao attended the small-sized group meeting of the leaders of Shanghai Cooperation Organization (SCO) member states and observers., Hu Jintao met with Russian Prime Minister Vladimir Putin.",http://news.xinhuanet.com/english/2009-06/17/content_11556755.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7532
